id,hospital_address,version,last_updated_on,billingid,year_of_insertion,provider_name,medicare_number,code_type,cpt_code,code_1,code_1_type,code_2,code_2_type,setting,modifiers,test_name,state_code,discount,location,isshoppable,isservicable,is_bundled,short_description,quantity,is_active,createdby,master_key,master_id,cptcode_type,ismandatory,std_price_ip,std_price_op,cash_price_ip,cash_price_op,max_price_ip,max_price_op,min_price_ip,min_price_op,additionalpayernotes,methodology,standardchargealgorithm,standardchargeselection,drug_unit_of_measurement,drug_type_of_measurement,additional_generic_notes,estimated_amount,negotiated_percentage,ip_price,op_price,carrier_name,master_carrier,carrier_id,plan_name,lat,lng,duration,state,createdon,updatedat,master_id1,master_id2,financial_aid_policy,general_contract_provisions,billing_class,type,provider
fbec6a46-9221-43bd-b500-b5438bd8413f,"1818 Albion, Nasville, TN 37208",1.0.0,02/12/24,,2024,METRO NASHVILLE GENERAL HOSPITAL,440111,1,93307,,,,,both,,2-D TRANSTHOR ECHO W/O COLOR FLOW,TN,40,NASHVILLE,,,FALSE,2-D TRANSTHOR ECHO W/O COLOR FLOW,0,TRUE,SHUBHAM,5fe4ed7b50124b16fd346d6d-93307-1-9b4703dcb7605fe479a0ffe4f1798987-6034fbb2bffed91a8be83b25-22.03-22.03-903.65-903.65-0-0-985.8-985.8-1643.0-1643.0-2024,6034fbb2bffed91a8be83b25,5fe4ed7b50124b16fd346d6d-93307-1,,1643,1643,985.8,985.8,903.65,903.65,22.03,22.03,,,,both,,,,,,,,,,,,,,,new,23:17.2,23:17.2,,,,,,header,5fe4ed7b50124b16fd346d6d
6de289d3-e768-4a05-a385-49a71a43816f,"1818 Albion, Nasville, TN 37208",1.0.0,02/12/24,,2024,METRO NASHVILLE GENERAL HOSPITAL,440111,0,A4649,,,,,both,,"2.0MM DRILL BIT, CALIBRATED",TN,40,NASHVILLE,,,FALSE,"2.0MM DRILL BIT, CALIBRATED",0,TRUE,SHUBHAM,5fe4ed7b50124b16fd346d6d-A4649-0-396921af6a6616fe168a34b53cb02b4f-609e23d8d71ca7f257084f7a-211.61-211.61-4913.71-4913.71-0-0-230.85-230.85-384.75-384.75-2024,609e23d8d71ca7f257084f7a,5fe4ed7b50124b16fd346d6d-A4649-0,,384.75,384.75,230.85,230.85,4913.71,4913.71,211.61,211.61,,,,both,,,,,,,,,,,,,,,new,23:17.2,23:17.2,,,,,,header,5fe4ed7b50124b16fd346d6d
afe783f5-979c-4b5e-a4f6-393842fc34e6,"1818 Albion, Nasville, TN 37208",1.0.0,02/12/24,,2024,METRO NASHVILLE GENERAL HOSPITAL,440111,0,C1713,,,,,both,,2.0MM TI LC-DCP 6-HOLE/36MM 449.936,TN,40,NASHVILLE,,,FALSE,2.0MM TI LC-DCP 6-HOLE/36MM 449.936,0,TRUE,SHUBHAM,5fe4ed7b50124b16fd346d6d-C1713-0-d077b585481d87fb87faa7514e81365d-5ffd5a4deeb9e4715bccd518-231.17-231.17-1968.36-1968.36-0-0-1841.94-1841.94-3069.9-3069.9-2024,5ffd5a4deeb9e4715bccd518,5fe4ed7b50124b16fd346d6d-C1713-0,,3069.9,3069.9,1841.94,1841.94,1968.36,1968.36,231.17,231.17,,,,both,,,,,,,,,,,,,,,new,23:17.2,23:17.2,,,,,,header,5fe4ed7b50124b16fd346d6d
254ead96-a01e-4c37-aca5-8a6508354d12,"1818 Albion, Nasville, TN 37208",1.0.0,02/12/24,,2024,METRO NASHVILLE GENERAL HOSPITAL,440111,0,C1713,,,,,both,,2.0X15MM LOC SCREW 25-882-15-91,TN,40.000565,NASHVILLE,,,FALSE,2.0X15MM LOC SCREW 25-882-15-91,0,TRUE,SHUBHAM,5fe4ed7b50124b16fd346d6d-C1713-0-d3ceca9c0ac39d743b8073ab34b73409-5ffd5a4deeb9e4715bccd518-231.17-231.17-1968.36-1968.36-0-0-425.81-425.81-709.69-709.69-2024,5ffd5a4deeb9e4715bccd518,5fe4ed7b50124b16fd346d6d-C1713-0,,709.69,709.69,425.81,425.81,1968.36,1968.36,231.17,231.17,,,,both,,,,,,,,,,,,,,,new,23:17.2,23:17.2,,,,,,header,5fe4ed7b50124b16fd346d6d
20a4b37b-50a5-48d1-9af1-1dec97dde9b0,"1818 Albion, Nasville, TN 37208",1.0.0,02/12/24,,2024,METRO NASHVILLE GENERAL HOSPITAL,440111,0,C1713,,,,,both,,2.3 X 10MM X-DRIVE SCREW 41-2310,TN,40,NASHVILLE,,,FALSE,2.3 X 10MM X-DRIVE SCREW 41-2310,0,TRUE,SHUBHAM,5fe4ed7b50124b16fd346d6d-C1713-0-19bb07d17639cbea5f2c03b956e6e429-5ffd5a4deeb9e4715bccd518-142.56-142.56-1968.36-1968.36-0-0-155.52-155.52-259.2-259.2-2024,5ffd5a4deeb9e4715bccd518,5fe4ed7b50124b16fd346d6d-C1713-0,,259.2,259.2,155.52,155.52,1968.36,1968.36,142.56,142.56,,,,both,,,,,,,,,,,,,,,new,23:17.2,23:17.2,,,,,,header,5fe4ed7b50124b16fd346d6d
34f0d221-cf0d-4d87-9cea-0b3521e39665,"1818 Albion, Nasville, TN 37208",1.0.0,02/12/24,,2024,METRO NASHVILLE GENERAL HOSPITAL,440111,0,C1713,,,,,both,,2.3 X 12MM X-DRIVE SCREW 41-2312,TN,40,NASHVILLE,,,FALSE,2.3 X 12MM X-DRIVE SCREW 41-2312,0,TRUE,SHUBHAM,5fe4ed7b50124b16fd346d6d-C1713-0-9f5eb8da67823cbc2d5b13f2a53ef651-5ffd5a4deeb9e4715bccd518-142.56-142.56-1968.36-1968.36-0-0-155.52-155.52-259.2-259.2-2024,5ffd5a4deeb9e4715bccd518,5fe4ed7b50124b16fd346d6d-C1713-0,,259.2,259.2,155.52,155.52,1968.36,1968.36,142.56,142.56,,,,both,,,,,,,,,,,,,,,new,23:17.2,23:17.2,,,,,,header,5fe4ed7b50124b16fd346d6d
85859d55-446b-427c-9cfd-6f5b3b9f91dc,"1818 Albion, Nasville, TN 37208",1.0.0,02/12/24,,2024,METRO NASHVILLE GENERAL HOSPITAL,440111,0,C1776,,,,,both,,2.4MM DISTRAD PL 7H DEPUY 02.211.751S,TN,39.999924,NASHVILLE,,,FALSE,2.4MM DISTRAD PL 7H DEPUY 02.211.751S,0,TRUE,SHUBHAM,5fe4ed7b50124b16fd346d6d-C1776-0-39b37cb9e54c6513ca5efd15da7c54e8-60184171154d5851b8bccc43-1190.38-1190.38-8723.06-8723.06-0-0-3138.79-3138.79-5231.31-5231.31-2024,60184171154d5851b8bccc43,5fe4ed7b50124b16fd346d6d-C1776-0,,5231.31,5231.31,3138.79,3138.79,8723.06,8723.06,1190.38,1190.38,,,,both,,,,,,,,,,,,,,,new,23:17.2,23:17.2,,,,,,header,5fe4ed7b50124b16fd346d6d
317e6d5a-375d-48b1-8acc-6a5f505b991a,"1818 Albion, Nasville, TN 37208",1.0.0,02/12/24,,2024,METRO NASHVILLE GENERAL HOSPITAL,440111,0,C1713,,,,,both,,2.4MM DORSAL DIST SHAFT 02.115.330S,TN,39.999863,NASHVILLE,,,FALSE,2.4MM DORSAL DIST SHAFT 02.115.330S,0,TRUE,SHUBHAM,5fe4ed7b50124b16fd346d6d-C1713-0-e147095ece4061e4a47f24ccc5e37b69-5ffd5a4deeb9e4715bccd518-231.17-231.17-1968.36-1968.36-0-0-1717.24-1717.24-2862.06-2862.06-2024,5ffd5a4deeb9e4715bccd518,5fe4ed7b50124b16fd346d6d-C1713-0,,2862.06,2862.06,1717.24,1717.24,1968.36,1968.36,231.17,231.17,,,,both,,,,,,,,,,,,,,,new,23:17.2,23:17.2,,,,,,header,5fe4ed7b50124b16fd346d6d
1fbee417-f29f-42ca-bbbe-a7ebd6740d81,"1818 Albion, Nasville, TN 37208",1.0.0,02/12/24,,2024,METRO NASHVILLE GENERAL HOSPITAL,440111,0,C1713,,,,,both,,2.7 COR SCR T8 10MM 202.870,TN,40,NASHVILLE,,,FALSE,2.7 COR SCR T8 10MM 202.870,0,TRUE,SHUBHAM,5fe4ed7b50124b16fd346d6d-C1713-0-b601ca67438b837e4e306567639171bf-5ffd5a4deeb9e4715bccd518-144.79-144.79-1968.36-1968.36-0-0-157.95-157.95-263.25-263.25-2024,5ffd5a4deeb9e4715bccd518,5fe4ed7b50124b16fd346d6d-C1713-0,,263.25,263.25,157.95,157.95,1968.36,1968.36,144.79,144.79,,,,both,,,,,,,,,,,,,,,new,23:17.2,23:17.2,,,,,,header,5fe4ed7b50124b16fd346d6d
6fb15a0b-9001-459d-94f2-2db3514e442a,"1818 Albion, Nasville, TN 37208",1.0.0,02/12/24,,2024,METRO NASHVILLE GENERAL HOSPITAL,440111,0,C1713,,,,,both,,2.7 VA LCK STRDRV T8 38MM 02.211.038,TN,39.999264,NASHVILLE,,,FALSE,2.7 VA LCK STRDRV T8 38MM 02.211.038,0,TRUE,SHUBHAM,5fe4ed7b50124b16fd346d6d-C1713-0-0aa13a322b2a65dce56daa52a6cecdd9-5ffd5a4deeb9e4715bccd518-231.17-231.17-1968.36-1968.36-0-0-326.89-326.89-544.81-544.81-2024,5ffd5a4deeb9e4715bccd518,5fe4ed7b50124b16fd346d6d-C1713-0,,544.81,544.81,326.89,326.89,1968.36,1968.36,231.17,231.17,,,,both,,,,,,,,,,,,,,,new,23:17.2,23:17.2,,,,,,header,5fe4ed7b50124b16fd346d6d
a1250a1d-24de-4cc6-abfe-1f2b52ed04d4,"1818 Albion, Nasville, TN 37208",1.0.0,02/12/24,,2024,METRO NASHVILLE GENERAL HOSPITAL,440111,0,C1713,,,,,both,,2.7 VA LCK STRDRV T8 40MM 02.211.040,TN,40.000603,NASHVILLE,,,FALSE,2.7 VA LCK STRDRV T8 40MM 02.211.040,0,TRUE,SHUBHAM,5fe4ed7b50124b16fd346d6d-C1713-0-16c95165144a3cf8e0a76d45c9c422cb-5ffd5a4deeb9e4715bccd518-231.17-231.17-1968.36-1968.36-0-0-398.03-398.03-663.39-663.39-2024,5ffd5a4deeb9e4715bccd518,5fe4ed7b50124b16fd346d6d-C1713-0,,663.39,663.39,398.03,398.03,1968.36,1968.36,231.17,231.17,,,,both,,,,,,,,,,,,,,,new,23:17.2,23:17.2,,,,,,header,5fe4ed7b50124b16fd346d6d
b1fc617a-a54a-445b-b849-da6c34640593,"1818 Albion, Nasville, TN 37208",1.0.0,02/12/24,,2024,METRO NASHVILLE GENERAL HOSPITAL,440111,0,C1713,,,,,both,,2.7MM COR SCR SELFTAP 202.814,TN,40.000004,NASHVILLE,,,FALSE,2.7MM COR SCR SELFTAP 202.814,0,TRUE,SHUBHAM,5fe4ed7b50124b16fd346d6d-C1713-0-4f616f09b22b63966f6a3179a2cbf002-5ffd5a4deeb9e4715bccd518-149.24-149.24-1968.36-1968.36-0-0-162.81-162.81-271.35-271.35-2024,5ffd5a4deeb9e4715bccd518,5fe4ed7b50124b16fd346d6d-C1713-0,,271.35,271.35,162.81,162.81,1968.36,1968.36,149.24,149.24,,,,both,,,,,,,,,,,,,,,new,23:17.2,23:17.2,,,,,,header,5fe4ed7b50124b16fd346d6d
cb6891c7-21fd-45d9-b418-f26743074189,"1818 Albion, Nasville, TN 37208",1.0.0,02/12/24,,2024,METRO NASHVILLE GENERAL HOSPITAL,440111,0,C1713,,,,,both,,2.7MM STARDRV 10MM 202.870,TN,39.99881,NASHVILLE,,,FALSE,2.7MM STARDRV 10MM 202.870,0,TRUE,SHUBHAM,5fe4ed7b50124b16fd346d6d-C1713-0-8da6914a3fe0b9c6726515f338507dcd-5ffd5a4deeb9e4715bccd518-92.69-92.69-1968.36-1968.36-0-0-101.12-101.12-168.53-168.53-2024,5ffd5a4deeb9e4715bccd518,5fe4ed7b50124b16fd346d6d-C1713-0,,168.53,168.53,101.12,101.12,1968.36,1968.36,92.69,92.69,,,,both,,,,,,,,,,,,,,,new,23:17.2,23:17.2,,,,,,header,5fe4ed7b50124b16fd346d6d
efc0ecec-08a8-4485-8819-e8b8470a39c6,"1818 Albion, Nasville, TN 37208",1.0.0,02/12/24,,2024,METRO NASHVILLE GENERAL HOSPITAL,440111,0,C1713,,,,,both,,2.7MM/3.5MM VA-LCP OLCRANON PL 4H/LT/116,TN,40.000004,NASHVILLE,,,FALSE,2.7MM/3.5MM VA-LCP OLCRANON PL 4H/LT/116,0,TRUE,SHUBHAM,5fe4ed7b50124b16fd346d6d-C1713-0-9d7ef25a8f0c226317ca5b84f95150c5-5ffd5a4deeb9e4715bccd518-231.17-231.17-4595.33-4595.33-0-0-5013.09-5013.09-8355.15-8355.15-2024,5ffd5a4deeb9e4715bccd518,5fe4ed7b50124b16fd346d6d-C1713-0,,8355.15,8355.15,5013.09,5013.09,4595.33,4595.33,231.17,231.17,,,,both,,,,,,,,,,,,,,,new,23:17.2,23:17.2,,,,,,header,5fe4ed7b50124b16fd346d6d
476907c5-4e13-4e43-be31-4c05d6d08b64,"1818 Albion, Nasville, TN 37208",1.0.0,02/12/24,,2024,METRO NASHVILLE GENERAL HOSPITAL,440111,0,U0002,,,,,both,,"2019-NCOV CORONAVIRUS, SARS-COV-2/2019",TN,40,NASHVILLE,,,FALSE,"2019-NCOV CORONAVIRUS, SARS-COV-2/2019",0,TRUE,SHUBHAM,5fe4ed7b50124b16fd346d6d-U0002-0-c899ae0c13c52acc96ab35e640f430fd-609e23d8d71ca7f257084e63-44.7-44.7-254.15-254.15-0-0-90.0-90.0-150.0-150.0-2024,609e23d8d71ca7f257084e63,5fe4ed7b50124b16fd346d6d-U0002-0,,150,150,90,90,254.15,254.15,44.7,44.7,,,,both,,,,,,,,,,,,,,,new,23:17.2,23:17.2,,,,,,header,5fe4ed7b50124b16fd346d6d
138f7628-89ae-42e7-860b-20f671bff3bb,"1818 Albion, Nasville, TN 37208",1.0.0,02/12/24,,2024,METRO NASHVILLE GENERAL HOSPITAL,440111,0,C1713,,,,,both,,3.0MM HEADLES SCR 30MM 02.226.130,TN,40.000134,NASHVILLE,,,FALSE,3.0MM HEADLES SCR 30MM 02.226.130,0,TRUE,SHUBHAM,5fe4ed7b50124b16fd346d6d-C1713-0-3735cf6f1e97dc704d553a0934bd3efc-5ffd5a4deeb9e4715bccd518-231.17-231.17-1968.36-1968.36-0-0-892.27-892.27-1487.12-1487.12-2024,5ffd5a4deeb9e4715bccd518,5fe4ed7b50124b16fd346d6d-C1713-0,,1487.12,1487.12,892.27,892.27,1968.36,1968.36,231.17,231.17,,,,both,,,,,,,,,,,,,,,new,23:17.2,23:17.2,,,,,,header,5fe4ed7b50124b16fd346d6d
b8fcb752-e716-46b1-ad46-d681ac35cf43,"1818 Albion, Nasville, TN 37208",1.0.0,02/12/24,,2024,METRO NASHVILLE GENERAL HOSPITAL,440111,0,A4649,,,,,both,,3.4MM X 445MM TRILOGY PROBE KIT,TN,40,NASHVILLE,,,FALSE,3.4MM X 445MM TRILOGY PROBE KIT,0,TRUE,SHUBHAM,5fe4ed7b50124b16fd346d6d-A4649-0-6b86ccea515ab2e194a4c2767cca438e-609e23d8d71ca7f257084f7a-1589.73-1589.73-4913.71-4913.71-0-0-3341.25-3341.25-5568.75-5568.75-2024,609e23d8d71ca7f257084f7a,5fe4ed7b50124b16fd346d6d-A4649-0,,5568.75,5568.75,3341.25,3341.25,4913.71,4913.71,1589.73,1589.73,,,,both,,,,,,,,,,,,,,,new,23:17.2,23:17.2,,,,,,header,5fe4ed7b50124b16fd346d6d
